Research name,Publication Title,Author List,Conf/Journal Details,Citation count,Year,Filename,Ignore Y/N
Tomas Ward,A Sensor Glove System for Rehabilitation in Instrumental Activities of Daily Living,"Aodhan Coffey, Tomas Ward",International Conference on Human-Computer Interaction 135-139,0,2013,,
Tomas Ward,NIRS-measured prefrontal cortex activity in neuroergonomics: strengths and weaknesses,"Gérard Derosière, Kevin Mandrick, Gerard Dray, Tomas Ward, Stephane Perrey",Frontiers in human neuroscience 7 583,54,2013,,
Tomas Ward,QbDJ: A novel framework for handling skew in parallel join processing on distributed memory,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",2013 IEEE 10th International Conference on High Performance Computing and …,11,2013,,
Tomas Ward,The pursuit of flow in the design of rehabilitation systems for ambient assisted living: A review of current knowledge,"Anthea M Middleton, Tomas Ward",International Journal of Ambient Computing and Intelligence (IJACI) 4 (1) 54-65,4,2012,,
Tomas Ward,"Hybrid optical–electrical brain computer interfaces, practices and possibilities",Tomas Ward,Towards Practical Brain-Computer Interfaces 17-40,8,2012,,
Tomas Ward,A consistency regulation algorithm for client-server-based multiplayer computer games,"Séamus McLoone, Damian Wynne, Aaron B Mccoy, Tomas Ward",IET Digital Library,1,2012,,
Tomas Ward,A physics-aware dead reckoning technique for entity state updates in distributed interactive applications,"Patrick J Walsh, Tomas Ward, Séamus McLoone",IET Digital Library,0,2012,,
Tomas Ward,Comparison of predictive contract mechanisms from an information theory perspective,"Xin Zhang, Tomas Ward, Seamus Mcloone",ACM Transactions on Multimedia Computing Communications and Applications …,3,2012,,
Tomas Ward,Runtime characterisation of triple stores: An initial investigation,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",IET Digital Library,4,2012,,
Tomas Ward,Investigating NIRS-measured cortical activation to detect the occurrence of attention deficits during a task of sustained attention,"Gerard Derosiere, Maxime Billot, Stephane Perrey, Tomas Ward, Gerard Dray",34th IEEE Conference-Engeneering in Medicine and Biology Society,0,2012,,
Tomas Ward,The Pursuit of Flow in the Design of Rehabilitation Systems for Ambient Assisted Living,"Anthea M Middleton, Tomas Ward",,0,2012,,
Tomas Ward,Artifact removal in physiological signals—Practices and possibilities,"Kevin Sweeney, Tomas Ward, Seán McLoone",IEEE transactions on information technology in biomedicine 16 (3) 488-500,231,2012,,
Tomas Ward,The NIRS technique: a potential tool to detect the occurrence of acute attention deficits,"Gerard Dray, Gerard Derosiere, Maxime Billot, Stephane Perrey, Tomas Ward",,0,2012,,
Tomas Ward,Runtime Characterisation of Triple Stores: An Initial Investigation,"Cheng Long, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",IET Conference Proceedings,0,2012,,
Tomas Ward,An information-based dynamic extrapolation model for networked virtual environments,"Xin Zhang, Tomas Ward, Seamus Mcloone",ACM Transactions on Multimedia Computing Communications and Applications …,3,2012,,
Tomas Ward,Investigating NIRS-measured cortical activation to detect the occurrence of attention deficits during a task of sustained attention,"Gerard Dray, Gerard Derosiere, Maxime Billot, Stephane Perrey, Tomas Ward",,0,2012,,
Tomas Ward,The use of ensemble empirical mode decomposition with canonical correlation analysis as a novel artifact removal technique,"Kevin Sweeney, Sean F Mcloone, Tomas Ward",IEEE transactions on biomedical engineering 60 (1) 97-105,178,2012,,
Tomas Ward,An Adaptive Rate-Based Method for Maintaining Consistency in Networked Multiplayer Computer Games,"Séamus McLoone, Tomas Ward, Damian Wynne, Aaron Mccoy",2012 IEEE/ACM 16th International Symposium on Distributed Simulation and …,0,2012,,
Tomas Ward,An enhanced dead reckoning model for physics-aware multiplayer computer games,"Seamus McLoone, Patrick J Walsh, Tomas Ward",2012 IEEE/ACM 16th International Symposium on Distributed Simulation and …,8,2012,,
Tomas Ward,Runtime Characterisation of Triple Stores,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",Computational Science and Engineering (CSE) 2012 IEEE 15th International …,3,2012,,
Tomas Ward,A methodology for validating artifact removal techniques for physiological signals,"Kevin Sweeney, Hasan Ayaz, Tomas Ward, Meltem Izzetoglu, Seán McLoone, Banu Onaral",IEEE transactions on information technology in biomedicine 16 (5) 918-926,87,2012,,
Tomas Ward,Validation Of Polymer Sensors To Measure The Mechanics Of Ventilation Using Body Plethysmography,"Mary M Tuohy, Shirley Coyle, Tomas Ward, Thomas Kelly, Jim Egan",D107. ADVANCES IN THE CLINICAL ASSESSMENT OF LUNG FUNCTION A6300-A6300,0,2011,,
Tomas Ward,Functional near infrared spectroscopy (fNIRS) synthetic data generation,"Darren J Leamy, Tomas Ward, Kevin Sweeney",2011 Annual International Conference of the IEEE Engineering in Medicine and …,10,2011,,
Tomas Ward,A Review of the State of the Art in Artifact Removal Technologies as used in an Assisted Living Domain,"Kevin Sweeney, D Kelly, Tomas Ward, Sean F Mcloone",IET Digital Library,1,2011,,
Tomas Ward,A Potential Tool for the Design and Analysis of Patient-Robot Interaction Strategies,"Aodhan Coffey, Tomas Ward, Richard H Middleton",,0,2011,,
Tomas Ward,EEG-fNIRS fusion for Practical Brain Computer Interfaces,Tomas Ward,,0,2011,,
Tomas Ward,Towards intelligent user interfaces: anticipating actions in computer games,"Hendrik Koesling, Alan Kenny, Andrea Finke, Helge Ritter, Seamus Mcloone, Tomas Ward",Proceedings of the 1st Conference on Novel Gaze-Controlled Applications 1-8,9,2011,,
Tomas Ward,Measuring perceptual centers using the phase correction response,"Rudi Villing, Bruno H Repp, Tomas Ward, Joseph Timoney",Attention Perception & Psychophysics 73 (5) 1614-1629,19,2011,,
Tomas Ward,Combining fNIRS and EEG to improve motor cortex activity classification during an imagined movement-based task,"Darren J Leamy, Ronan Collins, Tomas Ward",International Conference on Foundations of Augmented Cognition 177-185,32,2011,,
Tomas Ward,A methodology for validating artifact removal techniques for fNIRS,"Kevin Sweeney, Hasan Ayaz, Tomas Ward, Meltem Izzetoglu, Seán McLoone, Banu Onaral",2011 Annual International Conference of the IEEE Engineering in Medicine and …,16,2011,,
Tomas Ward,A simple bio-signals quality measure for in-home monitoring,"Kevin Sweeney, Sean F Mcloone, Tomas Ward",,10,2010,,
Tomas Ward,How mindsets affect visual processing: Action control and anticipation in computer games,"Hendrik Koesling, Alan Kenny, Seamus Mcloone, Tomas Ward",5th Scandinavian Workshop on Applied Eye Tracking SWAET 2010,0,2010,,
Tomas Ward,A preliminary investigation into the use of machine vision techniques for automating facial paralysis rehabilitation therapy,"Jane Reilly Delannoy, Tomas Ward",IET Digital Library,14,2010,,
Tomas Ward,Using Gaussian Process Models for Near-Infrared Spectroscopy Data Interpolation,"Darren J Leamy, Tomas Ward, Jus Kocijan",,2,2010,,
Tomas Ward,A Preliminary Investigation into the use of Machine Vision Techniques for Automating Facial Paralysis Rehabilitation Therapy,"Jane Reilly Delannoy, Tomas Ward",,0,2010,,
Tomas Ward,Intelligent artifact classification for ambulatory physiological signals,"Kevin Sweeney, Darren J Leamy, Tomas Ward, Seán McLoone",2010 Annual International Conference of the IEEE Engineering in Medicine and …,16,2010,,
Tomas Ward,A novel co-locational and concurrent fNIRS/EEG measurement system: Design and initial results,"Darren J Leamy, Tomas Ward",2010 Annual International Conference of the IEEE Engineering in Medicine and …,14,2010,,
Tomas Ward,Optimizing consistency by maximizing bandwidth usage in distributed interactive applications,"Damien Marshall, Séamus McLoone, Tomas Ward",ACM Transactions on Multimedia Computing Communications and Applications …,8,2010,,
Tomas Ward,Exploring an information framework for consistency maintenance in distributed interactive applications,"Xin Zhang, Tomas Ward, Séamus McLoone",2009 13th IEEE/ACM International Symposium on Distributed Simulation and …,6,2009,,
Tomas Ward,Controlling entity state updates to maintain remote consistency within a distributed interactive application,"Alan Kenny, Séamus McLoone, Tomas Ward",ACM Transactions on Internet Technology (TOIT) 9 (4) 1-25,7,2009,,
Tomas Ward,Triple wavelength LED driver for optical brain–computer interfaces,"Cj Soraghan, Charles Markham, F Matthews, Tomas Ward",Electronics letters 45 (8) 392-394,7,2009,,
Tomas Ward,Article 15 (25 pages)-Controlling Entity State Updates to Maintain Remote Consistency within a Distributed Interactive Application,"Alan Kenny, Seamus McLoone, Tomas Ward",ACM Transactions on Internet Technology 9 (4),0,2009,,
Tomas Ward,Overview of optical BCI research at NUI Maynooth,"C Soraghan, M Charles, F Matthews, Tomas Ward",NUIM,0,2009,,
Andy Way,MTrill project: Machine Translation impact on language learning,"Natália Resende, Andy Way",Proceedings of the 22nd Annual Conference of the European Association for …,0,2020,,
Andy Way,MT syntactic priming effects on L2 English speakers,"Natália Resende, Benjamin Cowan, Andy Way",Proceedings of the 22nd Annual Conference of the European Association for …,0,2020,,
Andy Way,"ELRI: A Decentralised Network of National Relay Stations to Collect, Prepare and Share Language Resources","Thierry Etchegoyhen, Borja Anza Porras, Andoni Azpeitia, Eva Martínez Garcia, José Luis Fonseca, Patricia Fonseca, Paulo Vale, Jane Dunne, Federico Gaspari, Teresa Lynn, Helen Mchugh, Andy Way, Victoria Arranz, Khalid Choukri, Hervé Pusset, Alexandre Sicard, Rui Neto, Maite Melero, David Perez, António Branco, Ruben Branco, Luís Gomes",Proceedings of the 1st International Workshop on Language Technology …,0,2020,,
Andy Way,Effectively Aligning and Filtering Parallel Corpora under Sparse Data Conditions,"Steinþór Steingrímsson, Hrafn Loftsson, Andy Way",Proceedings of the 58th Annual Meeting of the Association for Computational …,0,2020,,
Andy Way,Analysing terminology translation errors in statistical and neural machine translation,"Rejwanul Haque, Mohammad Hasanuzzaman, Andy Way",Machine Translation 1-47,0,2020,,
Andy Way,Proceedings of Machine Translation Summit XVII Volume 1: Research Track,"Mikel Forcada, Andy Way, Barry Haddow, Rico Sennrich",Proceedings of Machine Translation Summit XVII Volume 1: Research Track,0,2019,,
Andy Way,Adaptando NMT a la traducción de pies de imagen en Wikimedia Commons para idiomas con pocos recursos,"Gorka Labaka Intxauspe, Iñaki Alegría Loinaz, Alberto Poncelas, Kepa Sarasola, Meghan Dowling, Andy Way",Procesamiento del lenguaje natural 33-40,0,2019,,
Andy Way,ABI Neural Ensemble Model for Gender Prediction.,"Eva Vanmassenhove, Amit Moryossef, Alberto Poncelas, Andy Way, Dimitar Shterionov",GxG@ CLIN 53-61,0,2019,,
Andy Way,"Proceedings of Machine Translation Summit XVII Volume 2: Translator, Project and User Tracks","Mikel Forcada, Andy Way, John Tinsley, Dimitar Shterionov, Celia Rico, Federico Gaspari",Proceedings of Machine Translation Summit XVII Volume 2: Translator Project …,0,2019,,
Andy Way,Pivot Machine Translation in INTERACT Project,"Chao-Hong Liu, Andy Way, Catarina Silva, André Ft Martins",Proceedings of Machine Translation Summit XVII Volume 2: Translator Project …,0,2019,,
Andy Way,Proceedings of the Qualities of Literary Machine Translation,"James Hadley, Maja Popovic, Haithem Afli, Andy Way",Proceedings of the Qualities of Literary Machine Translation,0,2019,,
Andy Way,"PRINCIPLE: Providing Resources in Irish, Norwegian, Croatian and Icelandic for the Purposes of Language Engineering","Andy Way, Federico Gaspari",Proceedings of Machine Translation Summit XVII Volume 2: Translator Project …,1,2019,,
Andy Way,Investigating terminology translation in statistical and neural machine translation: A case study on english-to-hindi and hindi-to-english,"Rejwanul Haque, Mohammad Hasanuzzaman, Andy Way",Proceedings of the International Conference on Recent Advances in Natural …,3,2019,,
Andy Way,Post-editing neural machine translation versus translation memory segments,"Pilar Sánchez-Gijón, Joss Moorkens, Andy Way",Machine Translation 33 (1-2) 31-59,10,2019,,
Andy Way,Neural Machine Translation of Low-resource Languages using SMT Phrase Pair Injection,"Sukanta Sen, Mohammad Hasanuzzaman, Asif Ekbal, Pushpak Bhattacharyya, Andy Way",,0,2018,,
Andy Way,Machine Translation: Where We Are at Today,Andy Way,The Bloomsbury Com,8,2018,,
Andy Way,Perception vs. Acceptability of TM and SMT Output: What do translators prefer?,"Pilar Sánchez-Gijón, Joss Moorkens, Andy Way",European Association for Machine Translation,1,2018,,
Andy Way,Project PiPeNovel: Pilot on Post-editing Novels,"Antonio Toral, Martijn Wieling, Sheila Castilho, Joss Moorkens, Andy Way",European Association for Machine Translation,0,2018,,
Andy Way,ELRI. European Language Resource Infrastructure,"Thierry Etchegoyhen, Borja Anza Porras, Andoni Azpeitia, Eva Martínez Garcia, Paulo Vale, José Luis Fonseca, Teresa Lynn, Jane Dunne, Federico Gaspari, Andy Way, Victoria Arranz, Khalid Choukri, Vladimir Popescu, Pedro Neiva, Rui Neto, Maite Melero, David Perez, António Branco, Ruben Branco, Luís Gomes",European Association for Machine Translation,1,2018,,
Andy Way,Automatic Construction of Parallel Dialogue Corpora with Rich Information,"Xiaojun Zhang, Longyue Wang, Liu Qun, Andy Way",Springer,0,2018,,
Andy Way,Human versus automatic quality evaluation of NMT and PBSMT,"Dimitar Shterionov, Riccardo Superbo, Pat Nagle, Laura Casanellas, Tony O’Dowd, Andy Way",Machine Translation 32 (3) 217-235,29,2018,,
Andy Way,TermFinder: log-likelihood comparison and phrase-based statistical machine translation models for bilingual terminology extraction,"Rejwanul Haque, Sergio Penkale, Andy Way",Language Resources and Evaluation 52 (2) 365-400,5,2018,,
Andy Way,TraMOOC-Translation for Massive Open Online Courses: Recent Developments in Machine Translation,"Rico Sennrich, Antonio Valerio Miceli Barone, Joss Moorkens, Sheila Castilho, Andy Way, Federico Gaspari, Valia Kordoni, Markus Egg, Maja Popovic, Yota Georgakopoulou, Maria Gialama, Menno Van Zaanen",The 20th Annual Conference of the European Association for Machine …,1,2017,,
Andy Way,A novel and robust approach for pro-drop language translation,"Longyue Wang, Zhaopeng Tu, Xiaojun Zhang, Siyou Liu, Hang Li, Andy Way, Liu Qun",Machine Translation 31 (1-2) 65-87,6,2017,,
Andy Way,Improving the reliability of query expansion for user-generated speech retrieval using query performance prediction,"Ahmad Khwileh, Andy Way, Gareth Jones",International Conference of the Cross-Language Evaluation Forum for European …,5,2017,,
Andy Way,Investigating ‘aspect’in nmt and smt: Translating the english simple past and present perfect,"Eva Vanmassenhove, Jinhua Du, Andy Way",Computational Linguistics in the Netherlands Journal 7 109-128,7,2017,,
Andy Way,Crawl and crowd to bring machine translation to under-resourced languages,"Antonio Toral, Miquel Espla-Gomis, Filip Klubička, Nikola Ljubesic, Vassilis Papavassiliou, Prokopis Prokopidis, Raphael Rubino, Andy Way",Language resources and evaluation 51 (4) 1019-1051,8,2017,,
Andy Way,Syntax-and semantic-based reordering in hierarchical phrase-based statistical machine translation,"Arefeh Kazemi, Antonio Toral, Andy Way, Amirhassan Monadjemi, Mohammadali Nematbakhsh",Expert Systems with Applications 84 186-199,9,2017,,
Andy Way,Tourism English-Croatian Parallel Corpus 2.0,"Antonio Toral, Miquel Espla-Gomis, Filip Klubička, Nikola Ljubesic, Vassilis Papavassiliou, Prokopis Prokopidis, Raphael Rubino, Andy Way",Abu-MaTran project,0,2016,,
Andy Way,A comparative evaluation of phrase-based statistical and neural machine translation,"Joss Moorkens, Sheila Castilho, Federico Gaspari, Andy Way, Yota Georgakopoulou, Maria Gialama, R Sennrich, A Birch, Antonio Valerio Miceli Barone, Valia Kordoni",Presentation at Translating and the Computer 38 17-18,2,2016,,
Andy Way,TraMOOC (translation for massive open online courses): providing reliable MT for MOOCs,"Valia Kordoni, Lexi Birch, Ioana Buliga, Kostadin Cholakov, Markus Egg, Federico Gaspari, Yota Georgakopoulou, Maria Gialama, Ihe Hendrickx, Mitja Jermol, Katia Kermanidis, Joss Moorkens, Davor Orlic, Michael Papadopoulos, Maja Popovic, Rico Sennrich, Vilelmini Sosoni, Dimitrios Tsoumakos, Antal Van Den Bosch, Menno Van Zaanen, Andy Way",Annual conference of the European Association for Machine Translation 2016 396,5,2016,,
